Object ID,Accession-1,Gene Name,Product,Characterization,log_TPM_median,range,in_iM,precise mapping issue
EG10599,b4143,groL,chaperonin GroEL,WELL-CHARACTERIZED,10.18689563,8.816831393,1,0
EG12362,b2265,menF,isochorismate synthase MenF,WELL-CHARACTERIZED,5.551630158,8.812809643,1,0
EG10333,b4151,frdD,fumarate reductase membrane protein FrdD,WELL-CHARACTERIZED,5.319383387,8.80541389,1,0
EG10594,b2148,mglC,D-galactose/methyl-galactoside ABC transporter membrane subunit,WELL-CHARACTERIZED,3.737275471,8.803521775,1,0
EG10452,b2306,hisP,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, ATP binding subunit",WELL-CHARACTERIZED,6.19477995,8.800430101,1,0
EG10714,b4105,phnD,phosphonate/phosphate ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,0.906097999,8.790154735,1,0
EG11639,b1533,eamA,cysteine/<i>O</i>-acetylserine exporter EamA,WELL-CHARACTERIZED,5.602964556,8.784730793,1,0
G6439,b0841,ybjG,undecaprenyl pyrophosphate phosphatase,WELL-CHARACTERIZED,5.82022241,8.784021978,1,0
EG10469,b0973,hyaB,hydrogenase 1 large subunit,WELL-CHARACTERIZED,1.312473934,8.781487869,1,0
G6543,b1037,csgG,curli secretion channel,WELL-CHARACTERIZED,4.304240593,8.780720902,1,0
EG10448,b2025,hisF,imidazole glycerol phosphate synthase subunit HisF,WELL-CHARACTERIZED,7.690815233,8.773784927,1,0
EG10635,b0679,nagE,N-acetylglucosamine-specific PTS enzyme IIABC component,WELL-CHARACTERIZED,6.085588373,8.750970562,1,0
G7365,b2630,rnlA,"CP4-57 prophage; RNase LS, toxin of the RnlAB toxin-antitoxin system",WELL-CHARACTERIZED,7.171754024,8.748017581,1,0
EG12067,b2206,napA,periplasmic nitrate reductase subunit NapA,WELL-CHARACTERIZED,3.242012385,8.736563677,1,0
EG10232,b0894,dmsA,dimethyl sulfoxide reductase subunit A,WELL-CHARACTERIZED,3.112486065,8.732384639,1,0
EG12061,b2203,napB,periplasmic nitrate reductase cytochrome c<SUB>550</SUB> protein,WELL-CHARACTERIZED,2.957239707,8.723304662,1,0
EG10617,b3161,mtr,tryptophan:H<sup>+</sup> symporter Mtr,WELL-CHARACTERIZED,4.724635887,8.718114527,1,0
EG10760,b1830,prc,tail-specific protease,WELL-CHARACTERIZED,7.894587892,8.716080345,1,0
EG10589,b2942,metK,methionine adenosyltransferase,WELL-CHARACTERIZED,9.868878657,8.715913462,1,0
EG10110,b0312,betB,betaine aldehyde dehydrogenase,WELL-CHARACTERIZED,5.446315009,8.715804417,1,0
EG10494,b3671,ilvB,acetohydroxy acid synthase I subunit IlvB,WELL-CHARACTERIZED,7.793567788,8.714822284,1,0
EG10148,b1884,cheR,chemotaxis protein methyltransferase,WELL-CHARACTERIZED,2.016128631,8.700168872,1,0
EG10582,b3939,metB,<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase,WELL-CHARACTERIZED,6.926410675,8.696979724,1,0
G6429,b0829,gsiA,glutathione ABC transporter ATP binding subunit GsiA,WELL-CHARACTERIZED,6.878277283,8.694746192,1,0
EG11939,b4064,ghxP,guanine/hypoxanthine transporter GhxP,WELL-CHARACTERIZED,6.411293086,8.690391792,1,0
G6646,b1302,puuE,4-aminobutyrate aminotransferase PuuE,WELL-CHARACTERIZED,3.288235531,8.686190212,1,0
EG12215,b3469,zntA,Zn<sup>2+</sup>/Cd<sup>2+</sup>/Pb<sup>2+</sup> exporting P-type ATPase,WELL-CHARACTERIZED,4.337147382,8.683686182,1,0
EG11046,b3452,ugpA,<i>sn</i>-glycerol 3-phosphate ABC transporter membrane subunit UgpA,WELL-CHARACTERIZED,3.066506438,8.683460627,1,0
G7168,b2255,arnA,fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase,WELL-CHARACTERIZED,3.790533763,8.680393467,1,0
EG10502,b3670,ilvN,acetohydroxy acid synthase I subunit IlvN,WELL-CHARACTERIZED,7.737432914,8.679833468,1,0
EG11822,b1301,puuB,&gamma;-glutamylputrescine oxidase,WELL-CHARACTERIZED,3.491077999,8.679802016,1,0
G6700,b1377,ompN,outer membrane porin N,WELL-CHARACTERIZED,1.503764913,8.676838695,1,0
EG12267,b3546,eptB,phosphoethanolamine transferase EptB,WELL-CHARACTERIZED,4.52484831,8.673953087,1,0
G7565,b3012,dkgA,methylglyoxal reductase DkgA,WELL-CHARACTERIZED,6.334208276,8.666217779,1,0
G6941,b1745,astB,<i>N</i>-succinylarginine dihydrolase,WELL-CHARACTERIZED,2.780017727,8.663091864,1,0
EG11895,b2013,tsuA,thiosulfate transporter,WELL-CHARACTERIZED,7.239750875,8.648965287,1,0
EG10470,b0974,hyaC,hydrogenase 1 cytochrome <i>b</i> subunit,WELL-CHARACTERIZED,1.873418758,8.623023165,1,0
EG11945,b4071,nrfB,periplasmic nitrite reductase penta-heme <i>c</i>-type cytochrome,WELL-CHARACTERIZED,1.863252331,8.621589268,1,0
G7496,b2877,mocA,molybdenum cofactor cytidylyltransferase,WELL-CHARACTERIZED,3.560413389,8.620602396,1,0
EG10541,b3456,livM,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,WELL-CHARACTERIZED,7.173050607,8.618588953,1,0
EG10784,b3727,pstC,phosphate ABC transporter membrane subunit PstC,WELL-CHARACTERIZED,5.095317977,8.600140876,1,0
EG10383,b3870,glnA,adenylyl-[glutamine synthetase] // glutamine synthetase,WELL-CHARACTERIZED,9.463811436,8.599551348,1,0
EG10631,b2574,nadB,L-aspartate oxidase,WELL-CHARACTERIZED,5.956091045,8.599027844,1,0
G6673,b1341,dgcM,diguanylate cyclase DgcM,WELL-CHARACTERIZED,5.088537103,8.59890232,1,0
EG10066,b3359,argD,<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase,WELL-CHARACTERIZED,7.819726959,8.591109189,1,0
EG10538,b3457,livH,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,WELL-CHARACTERIZED,6.906461625,8.589840416,1,0
G6942,b1746,astD,aldehyde dehydrogenase,WELL-CHARACTERIZED,2.718973408,8.585910565,1,0
EG10650,b2518,ndk,nucleoside diphosphate kinase,WELL-CHARACTERIZED,8.464343575,8.584122956,1,0
EG10957,b4063,soxR,DNA-binding transcriptional dual regulator SoxR,WELL-CHARACTERIZED,3.870823171,8.58104617,1,0
EG10793,b0523,purE,<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase,WELL-CHARACTERIZED,7.668870285,8.579761167,1,0
G6406,b0789,clsB,cardiolipin synthase B,WELL-CHARACTERIZED,4.188539034,8.578851322,1,0
G6627,b1200,dhaK,dihydroxyacetone kinase subunit K,WELL-CHARACTERIZED,6.680690186,8.56472116,1,0
EG12075,b3476,nikA,Ni(2+) ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,2.277410329,8.563206499,1,0
EG11902,b3943,yijE,cystine exporter,WELL-CHARACTERIZED,3.528717744,8.559188128,1,0
EG11229,b1476,fdnI,formate dehydrogenase N subunit &gamma;,WELL-CHARACTERIZED,3.156373163,8.555462072,1,0
G6626,b1199,dhaL,dihydroxyacetone kinase subunit L,WELL-CHARACTERIZED,6.506290504,8.544691635,1,0
EG10058,b1900,araG,arabinose ABC transporter ATP binding subunit,WELL-CHARACTERIZED,2.289990297,8.542846115,1,0
G7675,b3221,nanQ,<i>N</i>-acetylneuraminate anomerase,WELL-CHARACTERIZED,4.58187107,8.533165886,1,0
G6164,b0293,ecpA,common pilus major subunit,WELL-CHARACTERIZED,4.017522987,8.52655985,1,0
G7546,b2980,glcC,DNA-binding transcriptional dual regulator GlcC,WELL-CHARACTERIZED,5.156244241,8.514102466,1,0
G7653,b3159,ubiV,ubiquinone biosynthesis protein UbiV,WELL-CHARACTERIZED,2.380081639,8.513182968,1,0
G7167,b2254,arnC,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,WELL-CHARACTERIZED,3.003700998,8.507494054,1,0
EG10112,b0314,betT,choline:H+ symporter,WELL-CHARACTERIZED,4.685738571,8.501172982,1,0
G7254,b2392,mntH,Mn(2+):H(+) symporter,WELL-CHARACTERIZED,5.796526951,8.498913101,1,0
EG10402,b0720,gltA,citrate synthase,WELL-CHARACTERIZED,10.20316925,8.495467224,1,0
EG10459,b4350,hsdR,type I restriction enzyme EcoKI endonuclease subunit,WELL-CHARACTERIZED,5.807083512,8.488661573,1,0
EG10487,b2730,hypE,HypE-S-carboxamide // carbamoyl dehydratase HypE,WELL-CHARACTERIZED,4.436335615,8.485044467,1,0
G7097,b2046,wzxC,colanic acid repeat unit flippase,WELL-CHARACTERIZED,1.170412206,8.483046183,1,0
EG10095,b4139,aspA,aspartate ammonia-lyase,WELL-CHARACTERIZED,6.681809498,8.480776936,1,0
G6135,b0260,mmuP,CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter,WELL-CHARACTERIZED,4.345944007,8.476037329,1,0
G6952,b1757,ynjE,molybdopterin synthase sulfurtransferase,WELL-CHARACTERIZED,4.422357272,8.474751018,1,0
EG11223,b3960,argH,argininosuccinate lyase,WELL-CHARACTERIZED,7.534348534,8.471547819,1,0
G6784,b1490,dosC,diguanylate cyclase DosC,WELL-CHARACTERIZED,4.798125319,8.469547917,1,0
EG12148,b2943,galP,galactose:H<sup>+</sup> symporter,WELL-CHARACTERIZED,5.553947322,8.459059094,1,0
EG11368,b2262,menB,"1,4-dihydroxy-2-naphthoyl-CoA synthase",WELL-CHARACTERIZED,6.691708787,8.458191852,1,0
G6212,b0360,insC1,IS2 element protein InsA,WELL-CHARACTERIZED,0,8.455602067,1,0
G6713,b1392,paaE,"phenylacetyl-CoA 1,2-epoxidase, reductase subunit",WELL-CHARACTERIZED,1.788167665,8.454500739,1,0
EG11827,b4090,rpiB,allose-6-phosphate isomerase / ribose-5-phosphate isomerase B,WELL-CHARACTERIZED,3.585858965,8.451864791,1,0
EG12358,b0933,ssuB,aliphatic sulfonate ABC transporter ATP binding subunit,WELL-CHARACTERIZED,2.883914677,8.44699525,1,0
G7502,b2883,guaD,guanine deaminase,WELL-CHARACTERIZED,3.546750668,8.445252616,1,0
EG10192,b2414,cysK,cysteine synthase A,WELL-CHARACTERIZED,11.36771906,8.44085633,1,0
G6720,b1399,paaX,DNA-binding transcriptional repressor PaaX,WELL-CHARACTERIZED,5.156252313,8.438272112,1,0
EG10782,b3726,pstA,phosphate ABC transporter membrane subunit PstA,WELL-CHARACTERIZED,5.254401774,8.436705999,1,0
EG10167,b0598,cstA,pyruvate transporter CstA,WELL-CHARACTERIZED,6.302577772,8.435646004,1,0
EG10157,b2592,clpB,ClpB80 // protein disaggregase,WELL-CHARACTERIZED,7.67074671,8.433695238,1,0
EG12347,b1917,tcyN,cystine ABC transporter ATP binding subunit,WELL-CHARACTERIZED,6.520753026,8.422198725,1,0
G6903,b1675,fumD,fumarase D,WELL-CHARACTERIZED,6.186654049,8.416076256,1,0
EG11731,b3746,ravA,regulatory ATPase RavA,WELL-CHARACTERIZED,5.371247169,8.410779377,1,0
EG11230,b4118,melR,DNA-binding transcriptional dual regulator MelR,WELL-CHARACTERIZED,3.923744153,8.408263262,1,0
EG10562,b3418,malT,DNA-binding transcriptional activator MalT,WELL-CHARACTERIZED,7.009289834,8.400740568,1,0
EG10567,b1817,manX,mannose-specific PTS enzyme IIAB component,WELL-CHARACTERIZED,8.974342562,8.400260355,1,0
EG11195,b3697,yidA,sugar phosphatase YidA,WELL-CHARACTERIZED,6.8044242,8.399613348,1,0
EG11210,b4109,rdcA,regulator of diguanylate cyclase RdcA,WELL-CHARACTERIZED,3.666874033,8.394090735,1,0
EG10007,b2307,hisM,"lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisM",WELL-CHARACTERIZED,5.952399392,8.390867185,1,0
EG10616,b3600,mtlD,mannitol-1-phosphate 5-dehydrogenase,WELL-CHARACTERIZED,6.85451139,8.388719478,1,0
EG10862,b3704,rnpA,RNase P protein component,WELL-CHARACTERIZED,8.96137446,8.387384976,1,0
EG10568,b1818,manY,mannose-specific PTS enzyme IIC component,WELL-CHARACTERIZED,8.947412009,8.386439193,1,0
G6706,b1384,feaR,DNA-binding transcriptional activator FeaR,WELL-CHARACTERIZED,3.647374408,8.384179895,1,0
EG10456,b2552,hmp,nitric oxide dioxygenase,WELL-CHARACTERIZED,4.527863626,8.381979652,1,0
EG10941,b3591,selA,selenocysteine synthase,WELL-CHARACTERIZED,6.072102922,8.375087178,1,0
EG11574,b0068,thiB,thiamine ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,6.463759995,8.370242789,1,0
G6940,b1744,astE,succinylglutamate desuccinylase,WELL-CHARACTERIZED,2.065670171,8.369789258,1,0
EG10863,b3643,rph,truncated RNase PH,WELL-CHARACTERIZED,5.963817647,8.36549921,1,0
EG10405,b4077,gltP,glutamate/aspartate : H<sup>+</sup> symporter GltP,WELL-CHARACTERIZED,5.506298861,8.358593104,1,0
EG12064,b2205,napG,ferredoxin-type protein NapG,WELL-CHARACTERIZED,2.406405618,8.341999731,1,0
EG10421,b2508,guaB,inosine 5'-monophosphate dehydrogenase,WELL-CHARACTERIZED,8.061552185,8.341222661,1,0
EG10059,b4460,araH,arabinose ABC transporter membrane subunit,WELL-CHARACTERIZED,3.073459323,8.339453492,1,0
EG11904,b3945,gldA,"L-1,2-propanediol dehydrogenase / glycerol dehydrogenase",WELL-CHARACTERIZED,4.181755943,8.336744938,1,0
EG10180,b0430,cyoC,cytochrome <i>bo</i><sub>3</sub> subunit 3,WELL-CHARACTERIZED,9.256131831,8.330084993,1,0
G7057,b1969,hprR,DNA-binding transcriptional dual regulator HprR-phosphorylated // DNA-binding transcriptional dual regulator HprR,WELL-CHARACTERIZED,5.675773541,8.326151236,1,0
EG11781,b4070,nrfA,cytochrome <i>c</i><sub>552</sub> nitrite reductase,WELL-CHARACTERIZED,2.814408747,8.321226915,1,0
EG12335,b0162,cdaR,DNA-binding transcriptional activator CdaR,WELL-CHARACTERIZED,3.434962457,8.302071041,1,0
G7676,b3222,nanK,<i>N</i>-acetylmannosamine kinase,WELL-CHARACTERIZED,3.716972382,8.297749382,1,0
EG11227,b1474,fdnG,formate dehydrogenase N subunit &alpha;,WELL-CHARACTERIZED,1.871248016,8.29418418,1,0
EG12129,b2497,uraA,uracil:H<sup>+</sup> symporter UraA,WELL-CHARACTERIZED,5.686445347,8.286383379,1,0
G6540,b1034,ycdX,zinc-binding phosphatase YcdX,WELL-CHARACTERIZED,7.350226011,8.282061794,1,0
EG11385,b0606,ahpF,"alkyl hydroperoxide reductase, AhpF component",WELL-CHARACTERIZED,7.846982457,8.278574144,1,0
EG11616,b4148,gdx,guanidinium exporter,WELL-CHARACTERIZED,5.815351463,8.275290503,1,0
EG11228,b1475,fdnH,formate dehydrogenase N subunit &beta;,WELL-CHARACTERIZED,2.002367112,8.271787184,1,0
EG11896,b2014,plaP,putrescine:H+ symporter PlaP,WELL-CHARACTERIZED,6.892671261,8.268422472,1,0
EG12860,b1853,yebK,DNA-binding transcriptional repressor YebK,WELL-CHARACTERIZED,5.966021958,8.267888761,1,0
EG10213,b0381,ddlA,D-alanine&mdash;D-alanine ligase A,WELL-CHARACTERIZED,6.4769196,8.250671471,1,0
G7485,b2866,xdhA,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,WELL-CHARACTERIZED,2.608624547,8.248696416,1,0
EG11235,b0797,rhlE,ATP-dependent RNA helicase RhlE,WELL-CHARACTERIZED,5.248016952,8.247147897,1,0
EG11700,b0751,pnuC,nicotinamide riboside transporter,WELL-CHARACTERIZED,7.335771916,8.243561354,1,0
EG11066,b4322,uxuA,D-mannonate dehydratase,WELL-CHARACTERIZED,4.383767007,8.241765149,1,0
EG12240,b3513,mdtE,multidrug efflux pump membrane fusion protein MdtE,WELL-CHARACTERIZED,2.621100125,8.230144001,1,0
EG12143,b2207,napD,NapA signal peptide-binding chaperone NapD,WELL-CHARACTERIZED,2.264045381,8.220568882,1,0
G6732,b1413,hrpA,ATP-dependent 3'&rarr;5' RNA helicase HrpA,WELL-CHARACTERIZED,5.860103042,8.216775312,1,0
EG10708,b0576,pheP,phenylalanine:H+ symporter PheP,WELL-CHARACTERIZED,5.181789689,8.213687126,1,0
EG11689,b3662,nepI,purine ribonucleoside exporter,WELL-CHARACTERIZED,3.935378092,8.210337753,1,0
EG11915,b3998,nfi,endonuclease V,WELL-CHARACTERIZED,6.174115523,8.200423243,1,0
EG12658,b3026,qseC,QseC-<i>N</i>-phospho-L-histidine // sensor histidine kinase QseC,WELL-CHARACTERIZED,3.68245371,8.200420092,1,0
EG10808,b3642,pyrE,orotate phosphoribosyltransferase,WELL-CHARACTERIZED,3.89277054,8.189326322,1,0
G6889,b1649,nemR,DNA-binding transcriptional repressor NemR,WELL-CHARACTERIZED,3.779733651,8.188992326,1,0
EG10796,b0522,purK,5-(carboxyamino)imidazole ribonucleotide synthase,WELL-CHARACTERIZED,7.408372841,8.186253785,1,0
EG10181,b0429,cyoD,cytochrome <i>bo</i><sub>3</sub> subunit 4,WELL-CHARACTERIZED,9.299836525,8.18141376,1,0
EG11643,b1535,dgcZ,diguanylate cyclase DgcZ,WELL-CHARACTERIZED,4.334321183,8.180751818,1,0
G7037,b1918,tcyL,cystine ABC transporter membrane subunit,WELL-CHARACTERIZED,6.382300657,8.179410276,1,0
EG10537,b3455,livG,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG,WELL-CHARACTERIZED,7.510528899,8.177689982,1,0
G7003,b1827,kdgR,DNA-binding transcriptional repressor KdgR,WELL-CHARACTERIZED,7.077943413,8.176637071,1,0
EG12517,b4227,ytfQ,galactofuranose ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,4.213890027,8.175504771,1,0
EG10468,b0972,hyaA,hydrogenase 1 small subunit,WELL-CHARACTERIZED,1.170939462,8.174246368,1,0
EG10630,b0750,nadA,quinolinate synthase,WELL-CHARACTERIZED,7.702818871,8.17395285,1,0
EG10536,b3454,livF,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,WELL-CHARACTERIZED,7.518725149,8.171435585,1,0
EG12631,b4476,gntU,low-affinity gluconate transporter,WELL-CHARACTERIZED,2.51485055,8.161228025,1,0
G7138,b2106,rcnA,Ni<sup>2+</sup>/Co<sup>2+</sup> exporter,WELL-CHARACTERIZED,6.211120879,8.152968464,1,0
EG10590,b3940,metL,fused aspartate kinase/homoserine dehydrogenase 2,WELL-CHARACTERIZED,6.666361442,8.152855859,1,0
EG10311,b4317,fimD,type I fimbriae usher protein,WELL-CHARACTERIZED,3.772998883,8.138751968,1,0
EG10776,b1304,pspA,phage shock protein A,WELL-CHARACTERIZED,6.40661466,8.127829221,1,0
EG10271,b3006,exbB,Ton complex subunit ExbB,WELL-CHARACTERIZED,8.647989757,8.115824889,1,0
G6318,b0570,cusS,CusS-<i>N</i>-phospho-L-histidine // sensor histidine kinase CusS,WELL-CHARACTERIZED,4.880787669,8.115054382,1,0
EG10569,b1819,manZ,mannose-specific PTS enzyme IID component,WELL-CHARACTERIZED,8.997337292,8.109717951,1,0
G7593,b3070,nfeF,NADPH-dependent Fe(3+)-chelate reductase,WELL-CHARACTERIZED,5.629838136,8.109670165,1,0
EG10542,b0439,lon,Lon protease,WELL-CHARACTERIZED,8.138351251,8.099690489,1,0
EG11946,b4072,nrfC,putative menaquinol-cytochrome <i>c</i> reductase 4Fe-4S subunit,WELL-CHARACTERIZED,1.23217081,8.097173696,1,0
EG12591,b4359,opgB,phosphoglycerol transferase II // phosphoglycerol transferase I,WELL-CHARACTERIZED,5.555810434,8.092233578,1,0
EG10856,b0611,rna,RNase I,WELL-CHARACTERIZED,6.738519111,8.091942535,1,0
EG10287,b4290,fecB,ferric citrate ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,3.800164367,8.089210695,1,0
EG10403,b3212,gltB,glutamate synthase subunit GltB,WELL-CHARACTERIZED,9.337706501,8.087754668,1,0
EG10852,b0852,rimK,ribosomal protein S6 modification protein,WELL-CHARACTERIZED,5.212161789,8.086947395,1,0
EG10788,b2415,ptsH,phosphocarrier HPr-<i>N</i><sup>&pi;</sup>-phospho-L-histidine // phosphocarrier protein HPr,WELL-CHARACTERIZED,11.33988999,8.081121766,1,0
EG10147,b1883,cheB,CheB-P<SUP>asp</SUP> // protein-glutamate methylesterase/protein glutamine deamidase,WELL-CHARACTERIZED,1.803286527,8.075822335,1,0
EG10759,b1702,ppsA,phosphoenolpyruvate synthetase,WELL-CHARACTERIZED,8.297548962,8.061000622,1,0
EG11442,b2905,gcvT,aminomethyltransferase,WELL-CHARACTERIZED,6.526050894,8.05383493,1,0
EG10178,b0432,cyoA,cytochrome <i>bo</i><sub>3</sub> subunit 2,WELL-CHARACTERIZED,10.27893654,8.04522153,1,0
EG10092,b0674,asnB,asparagine synthetase B,WELL-CHARACTERIZED,7.304204216,8.043992895,1,0
EG12078,b3479,nikD,Ni(2+) ABC transporter ATP binding subunit NikD,WELL-CHARACTERIZED,2.115098764,8.041352157,1,0
G6675,b1344,ttcA,tRNA cytosine<sup>32</sup> 2-sulfurtransferase TtcA,WELL-CHARACTERIZED,6.313105554,8.041319046,1,0
G36,b3081,fadH,"2,4-dienoyl-CoA reductase",WELL-CHARACTERIZED,2.590226512,8.039379604,1,0
EG12062,b2204,napH,ferredoxin-type protein NapH,WELL-CHARACTERIZED,2.319032195,8.038819018,1,0
EG12207,b1822,rlmA,23S rRNA m<sup>1</sup>G745 methyltransferase,WELL-CHARACTERIZED,5.65902507,8.031856675,1,0
G6550,b1045,ymdB,"2'-<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",WELL-CHARACTERIZED,5.595832276,8.030247044,1,0
EG12069,b2210,mqo,malate:quinone oxidoreductase,WELL-CHARACTERIZED,6.133055931,8.027708692,1,0
EG12010,b2129,yehX,glycine betaine ABC transporter ATP binding subunit YehX,WELL-CHARACTERIZED,3.971440053,8.023772319,1,0
G6666,b1330,ynaI,small conductance mechanosensitive channel YnaI,WELL-CHARACTERIZED,4.938940393,8.017151935,1,0
G6857,b1599,mdtI,multidrug/spermidine efflux pump membrane subunit MdtI,WELL-CHARACTERIZED,2.564524467,8.006765383,1,0
G6789,b1499,ydeO,DNA-binding transcriptional dual regulator YdeO,WELL-CHARACTERIZED,1.51497289,7.999943439,1,0
G7016,b1844,exoX,exonuclease X,WELL-CHARACTERIZED,6.287460836,7.995367679,1,0
G6435,b0835,rimO,ribosomal protein S12 methylthiotransferase RimO,WELL-CHARACTERIZED,6.081446384,7.989562243,1,0
G6430,b0830,gsiB,glutathione ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,6.629098479,7.9817372,1,0
G6761,b1450,mcbR,DNA-binding transcriptional dual regulator McbR,WELL-CHARACTERIZED,4.373209151,7.97854273,1,0
G7194,b2302,yfcG,disulfide bond oxidoreductase YfcG,WELL-CHARACTERIZED,4.599069562,7.977485533,1,0
EG12011,b2130,yehY,glycine betaine ABC transporter membrane subunit YehY,WELL-CHARACTERIZED,3.773693971,7.944861261,1,0
EG11800,b2995,hybB,hydrogenase 2 membrane subunit,WELL-CHARACTERIZED,2.69970494,7.944304345,1,0
G6890,b1650,nemA,<i>N</i>-ethylmaleimide reductase,WELL-CHARACTERIZED,5.055250266,7.925272515,1,0
EG10994,b1238,tdk,thymidine/deoxyuridine kinase,WELL-CHARACTERIZED,6.202221747,7.921970115,1,0
EG12734,b3091,uxaA,D-altronate dehydratase,WELL-CHARACTERIZED,3.791380364,7.919612822,1,0
EG11020,b1363,trkG,Rac prophage; Na<sup>+</sup>-dependent K<sup>+</sup> transporter TrkG,WELL-CHARACTERIZED,4.110779349,7.913295233,1,0
G7236,b2373,oxc,oxalyl-CoA decarboxylase,WELL-CHARACTERIZED,1.684362778,7.907894976,1,0
EG12281,b3577,yiaM,"2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit",WELL-CHARACTERIZED,0.338899258,7.90548859,1,0
EG12403,b1218,chaC,glutathione-specific &gamma;-glutamylcyclotransferase,WELL-CHARACTERIZED,5.956248647,7.90459297,1,0
EG12399,b1198,dhaM,dihydroxyacetone kinase subunit M,WELL-CHARACTERIZED,6.493453591,7.895531662,1,0
EG11532,b2261,menC,o-succinylbenzoate synthase,WELL-CHARACTERIZED,5.941981785,7.894704038,1,0
EG10986,b3549,tag,"3-methyl-adenine DNA glycosylase I, constitutive",WELL-CHARACTERIZED,6.021145317,7.892743693,1,0
G7212,b2341,fadJ,multifunctional 3-hydroxyacyl-CoA dehydrogenase/3-hydroxyacyl-CoA epimerase/enoyl-CoA hydratase FadJ,WELL-CHARACTERIZED,4.281621425,7.888792648,1,0
EG11343,b1053,mdtG,efflux pump MdtG,WELL-CHARACTERIZED,3.023418242,7.88611623,1,0
EG11467,b3820,yigI,acyl-CoA thioesterase YigI,WELL-CHARACTERIZED,6.07879102,7.883933723,1,0
EG10315,b4320,fimH,type 1 fimbriae D-mannose specific adhesin,WELL-CHARACTERIZED,4.18908731,7.880463086,1,0
G7242,b2379,alaC,glutamate&mdash;pyruvate aminotransferase AlaC,WELL-CHARACTERIZED,6.136311785,7.867915044,1,0
G6476,b0934,ssuC,aliphatic sulfonate ABC transporter membrane subunit,WELL-CHARACTERIZED,1.290083568,7.862878943,1,0
EG10234,b0896,dmsC,dimethyl sulfoxide reductase subunit C,WELL-CHARACTERIZED,3.275640573,7.853977958,1,0
EG10614,b1855,lpxM,Lipid A biosynthesis myristoyltransferase,WELL-CHARACTERIZED,6.444689306,7.853406912,1,0
EG12234,b3499,rlmJ,23S rRNA m<sup>6</sup>A2030 methyltransferase,WELL-CHARACTERIZED,6.227116079,7.840869736,1,0
G6643,b1296,puuP,putrescine:H+ symporter PuuP,WELL-CHARACTERIZED,3.408512014,7.840292693,1,0
G7508,b2889,idi,isopentenyl-diphosphate &Delta;-isomerase,WELL-CHARACTERIZED,5.208208939,7.839525672,1,0
EG10688,b3403,pck,phosphoenolpyruvate carboxykinase (ATP),WELL-CHARACTERIZED,7.485888357,7.838945085,1,0
G0-9621,b4501,torI,CPS-53 (KpLE1) prophage; prophage CPS-53 recombination directionality factor and response regulator inhibitor,WELL-CHARACTERIZED,6.1731553,7.834609555,1,0
EG11962,b3604,lldR,DNA-binding transcriptional dual regulator LldR,WELL-CHARACTERIZED,4.265683173,7.834176441,1,0
EG12076,b3477,nikB,Ni(2+) ABC transporter membrane subunit NikB,WELL-CHARACTERIZED,1.458132752,7.831173271,1,0
G7961,b1385,feaB,phenylacetaldehyde dehydrogenase,WELL-CHARACTERIZED,4.033459902,7.82840194,1,0
EG10371,b2904,gcvH,lipoyl-GcvH-protein // glycine cleavage system H protein,WELL-CHARACTERIZED,7.24283867,7.810671631,1,0
EG10372,b1761,gdhA,glutamate dehydrogenase,WELL-CHARACTERIZED,9.851984164,7.808839494,1,0
EG10294,b0592,fepB,ferric enterobactin ABC transporter periplasmic binding protein,WELL-CHARACTERIZED,4.973863495,7.799288507,1,0
EG10497,b3770,ilvE,branched-chain-amino-acid aminotransferase,WELL-CHARACTERIZED,8.126666757,7.798014503,1,0
G6775,b1478,adhP,ethanol dehydrogenase / alcohol dehydrogenase,WELL-CHARACTERIZED,6.37836898,7.79265088,1,0
G6985,b1799,dmlR,DNA-binding transcriptional regulator DmlR,WELL-CHARACTERIZED,5.236503181,7.764983549,1,0
EG11258,b0904,focA,formate channel FocA,WELL-CHARACTERIZED,7.445001989,7.756765359,1,0
G7331,b2537,hcaR,DNA-binding transcriptional dual regulator HcaR,WELL-CHARACTERIZED,5.36035163,7.747803475,1,0
